,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.6187,4.4149,2.7394,6.1639,4.1213
r_e,5.7810,0.6211,2.6477,6.3856,1.1411
n,2.0166,0.0717,0.1105,1.3993,0.6663
x_0,31.9717,40.1921,43.2375,60.5687,65.6182
