,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.1384,1.8076,0.7310,4.3577,0.1657
r_e,8.9247,1.4460,2.7175,6.4923,9.8948
n,1.8611,0.0535,1.0778,1.1982,2.7684
x_0,30.3263,38.8650,42.8273,59.0020,64.1007
