,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.4833,0.8185,1.0372,0.8754,1.2437
r_e error,9.5742,5.4502,22.5934,8.9547,6.2521
n error,0.3656,0.0981,0.7784,0.7846,1.0295
x_0 error,0.1536,2.3787,0.2306,0.1815,0.2707
