,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1785,0.2237,0.1892,0.2679,12.2958
r_e,10.0000,2.0097,3.0000,10.3369,0.0019
n,1.1849,0.2878,0.3942,1.2183,7.7899
x_0,30.1167,38.8947,44.0336,59.3240,63.7211
