,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,1.0000,1.0000,1.0000,0.6057,1.0000
r_e,16.1490,17.2428,21.1978,22.3653,5.4061
n,1.4772,0.1000,1.4904,2.9923,2.4530
x_0,31.2502,39.9452,41.7510,59.4024,62.7009
