,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.9960,0.9998,0.9020,0.9925,0.9941
r_e,14.6612,14.1692,14.6679,13.3592,5.8754
n,1.4877,0.1000,1.4010,2.7294,2.3562
x_0,32.4554,38.8179,43.0017,60.5231,63.5892
