,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.9984,1.0805,0.8651,1.3447,2.3162
r_e error,19.9717,26.5552,32.1381,36.9328,9.8128
n error,0.6756,0.1220,0.6120,1.4978,1.5244
x_0 error,0.2650,27.1332,0.2684,0.1689,0.2835
